      7.4440       4.4276       0.6218
      8.0508       5.0727       0.5599
      5.7656       5.7656       0.3449
      5.7472       5.7472       0.3122
      5.7355       5.7355       0.2794
      4.9650       4.9650       0.2309
      3.0526       3.0526       0.1603
      0.0000       0.0000       0.0000
      0.0000       0.0000       0.0000
      0.0000       0.0000       0.0000
