290.539 127.267  23.125
174.648 103.127  13.340
153.290  92.589   9.928
132.322  47.402   7.361
 84.215  27.014   4.692
 58.747  23.133   2.800
 35.529  35.529   1.030
  8.455   8.455   0.614
  7.249   7.249   0.509
  4.761   4.761   0.356
