265.521 192.815  30.483
237.663 196.274  22.526
166.226  48.125  16.034
138.661  36.708  11.995
125.370  59.891   9.359
109.707  79.237   6.637
 88.150  33.010   4.931
 53.906  30.977   2.214
 46.739  29.191   1.821
 13.449  13.449   0.752
