276.258 193.697  21.266
185.882  73.574  14.024
133.195  61.621   9.271
106.997  56.995   6.204
 81.526  28.794   4.122
 45.588  21.247   2.338
 18.152  10.445   1.149
 16.278   9.679   0.963
 14.372   8.878   0.789
 11.390   7.362   0.645
