263.002 175.946  20.567
188.707 119.885  13.864
149.028  84.438  10.071
121.973  76.657   7.326
 96.039  48.018   5.387
 54.818  43.755   2.635
 27.901  17.920   1.352
  9.248   9.248   0.662
  8.092   8.092   0.523
  6.129   6.129   0.420
