435.224 107.087  22.214
284.270  53.964  14.014
113.311  50.094   6.718
 84.405  43.032   4.498
 79.939  40.238   3.824
 67.186  37.115   2.904
 49.131  23.338   2.080
 37.055  15.323   1.445
 23.740  11.890   0.887
 17.916   9.991   0.677
