476.420 108.692  24.314
297.243  86.938  13.973
152.108  44.222   7.795
141.159  47.151   5.880
103.943  39.207   4.302
 84.275  34.382   3.412
 42.448  17.863   1.834
 18.017   9.160   0.803
 11.040   7.175   0.543
  7.431   5.986   0.408
