257.256 160.571  20.445
218.757 138.416  15.132
142.574  92.151   9.756
111.406  76.729   6.987
100.342  71.809   5.253
 61.785  32.987   2.877
 38.274  14.556   1.824
 15.919   9.553   0.865
 13.285   8.529   0.724
  9.589   6.670   0.548
