243.120 174.907  19.971
213.063 152.608  14.796
174.429 132.160  11.021
136.575  53.998   7.710
 82.369  51.486   4.602
 28.998  18.570   1.711
 20.913  10.897   1.151
 15.709   9.482   0.928
  8.862   8.862   0.558
 10.897   7.242   0.588
