545.680 145.468  26.582
265.496  42.427  13.122
124.316  40.703   6.715
 81.460  38.924   4.113
 70.314  36.851   3.095
 33.654  16.846   1.597
 17.364  11.775   0.787
  9.962   9.962   0.447
  7.838   7.838   0.349
  5.332   5.332   0.265
