     84.4583      48.7502       6.7631
     72.1414      40.0532       4.7884
     57.7046      24.9882       3.3198
     26.9356      10.3665       1.9450
     25.7437      10.2315       1.6642
     24.7951       9.9587       1.4559
     24.0262       9.3583       1.2400
     15.5673       8.5652       0.8082
     13.1452       7.0581       0.6415
      9.0808       6.0862       0.4582
